,Florida,California,Texas,New York,North Carolina,Massachusetts,Virginia,Colorado,New Jersey,Arizona,Utah,Georgia,the District of Columbia,Michigan,Washington,Connecticut,South Carolina,Iowa,Pennsylvania,Maryland,Idaho,Louisiana,Illinois,Wyoming,Nevada,Vermont,Oregon,Kansas,Rhode Island,Minnesota,New Hampshire,Indiana,Missouri,Alabama,Montana,Ohio,Nebraska,West Virginia,Mississippi,Delaware,Tennessee,New Mexico,Maine,Wisconsin,Oklahoma,Hawaii,Arkansas,North Dakota,Kentucky,South Dakota,Alaska
2020-04-01,257970.1725280762,566420.977098093,226878.61284484397,356315.0164976034,221206.3114418187,451289.59573262744,291684.8680692309,421955.5469488664,366998.265632495,292683.4652513452,364573.6076146886,221076.403328783,600738.515101844,180214.4435477565,432104.4704132443,269829.848881858,204381.4412225548,167564.4459129145,202637.21227465058,330980.69432572694,312820.49289621174,200601.7755958902,203488.70410200048,261289.46646219282,317247.9272376459,275927.3784437433,382777.62474207534,164591.01572711437,317847.3731806626,267110.67488772346,304668.4140924904,168598.6804648577,178606.7191653126,171666.78946061907,285743.41627825075,162228.15874743785,191155.21209163425,124862.48380073911,150798.27584364833,285003.84627912665,220285.67942596797,209698.3692787706,252838.54202674623,219706.24206680837,151154.0445505367,624401.3974599262,159039.6307341392,229614.69853675054,158988.74663178425,218148.46638683882,319112.78999954386
2020-05-01,258242.49061302436,566680.0502972221,227170.34785364338,357478.76977528475,222164.90281055123,452909.4786781292,292370.83060916717,423323.4983558282,368868.6537109601,294660.0796122748,366494.52397154743,221672.10872418745,603471.3963789301,180884.19744418352,434852.5071970805,270776.7355117447,205282.92513299172,168143.975957795,203509.72033992302,331683.1960587068,315885.29748982546,200877.1545498569,203596.9903083554,262410.8287286211,317599.161510374,276814.1429299615,383824.562250334,165347.87098249097,318895.0701884705,268021.8586806885,306357.66208676895,169502.0176778155,179374.54052183693,172648.30886743512,287301.88371024793,162884.07473393346,191846.51330325074,125631.79300478722,151586.85045378018,285160.5133782383,221253.8375735045,210870.6691754332,254770.01475612694,220780.56067913584,151298.88492560052,624673.0218295917,160037.11448521938,230080.63509484558,159797.63508378598,219231.1857198235,318310.9957217498
2020-06-01,258379.03953842353,565452.7181581362,227344.96284648209,358107.8858700364,222870.39187756038,453638.3926868897,292808.212677026,423525.01455042744,369585.3665987817,296017.266118095,367546.5440413458,222056.44162176878,603959.0182523165,181114.45582012797,436312.6129114968,270937.8958515098,206067.43088810492,168640.45416713,203870.45651359655,331808.9347844792,318110.4532321239,200773.6142378463,203285.66306860498,263278.82436876633,317375.46828532155,277438.0873746615,383889.45312428963,165815.2262463258,318997.262635285,268239.908388589,307621.30316886207,170041.62413243332,179795.14880531642,173481.85551385488,287930.6600453092,163342.66566206052,192458.96298348342,125947.90326122272,151872.72272406516,284978.6224490986,221989.5488545875,212024.89357584366,256384.1417221546,221503.67757742244,151460.1331475943,623821.7664695248,160841.38644387762,230366.123843541,160525.7178438946,219983.12976064414,317186.5030227715
2020-07-01,258962.28659562892,565294.3366897715,228027.549836439,358286.0671528612,223927.05642811776,454477.5346793845,293610.0006247756,423692.47832458053,369635.5073692811,297611.1406613786,368820.26765502914,222816.14636840098,604159.3296506777,181368.66540071185,437555.77910369105,270993.83651238447,207107.1138515836,169356.5754284264,204184.26474510066,332219.8800764962,320427.85208508075,200599.18475979395,202995.17208602783,264208.41614213726,317424.10309577064,278372.2826377268,384118.87214439356,166657.92213868408,319101.19027067645,268263.17842648475,309073.2134217411,170555.29614679413,180576.28244664756,174368.686098578,288808.0839609491,164007.638062778,193402.99590762766,126223.6733835634,152679.81722658454,285427.77029879513,222793.59209760922,213564.3000662206,258304.70684614254,222210.75312731214,151919.0908502224,623409.7733082534,161812.34222683153,230675.4043619782,161547.5067824381,220982.17782937284,316607.6704822653
2020-08-01,260570.03028197144,568594.961966643,229510.3271944651,358694.617263848,225941.36426952513,457051.9699515891,295550.046029801,425494.1276855052,370625.8543944961,300387.82047222875,371819.2433448808,224561.85470790917,606291.1806903948,182363.57395805014,440817.0029382876,272246.5322996769,208721.57711340193,170344.16325542275,205234.32285152577,333788.71673442505,323960.85420264397,201325.19184296415,203505.85118969504,265710.9461087193,318653.9927183611,280495.51610809466,386182.5069883017,168074.7566137466,320727.5826221561,269089.21839852486,311780.6801869816,171463.04172651138,182059.4416925915,175697.55289864796,291028.67864956975,165377.99817893832,195012.59598207255,126972.10440352012,154077.87773550444,287130.14533587213,224286.9136210163,215751.12132990788,261426.77430862762,223729.96015568683,153053.88327549867,625456.6757698628,163241.51799322007,231455.92083408413,163081.21664286172,222476.60206309977,317493.3129061389
2020-09-01,263148.61568926706,575922.4744430761,231748.69521970567,360753.9345182103,228973.86154988696,461986.0980049137,298746.7924882898,429408.5311049552,373652.98394602514,304768.5806357139,376888.3332815314,227353.0831210184,610668.3553292063,184485.87805141966,446685.21950447577,275073.3222209077,211135.55482709082,172083.484875675,207468.32852431174,336872.5215701794,329596.98715798435,203229.22924294075,205130.34660967966,267918.5610742756,320928.09118933283,284402.49175716337,390391.51982903224,170135.11746740548,324182.7341342561,271237.8477266068,316337.2798122914,173125.9251605826,184572.68982717636,177664.23348862343,295050.53656726814,167555.58000848469,197396.3523206225,128453.64860223868,156135.38983039118,290106.85121136403,226810.83378435942,218664.39736521372,265995.988570859,226499.1283016667,154867.50677517182,630313.5476479572,165233.1264389435,233131.94028274753,165372.50604790976,224936.7902091277,319405.22476666624
2020-10-01,266199.9020336273,585331.507242592,234274.9417553837,364129.36694319994,232563.77240234325,468551.66881309106,302714.31277415407,434634.2780720938,378343.8078918475,309953.52257932985,383410.93936089915,230792.23936133864,615175.5678959383,187090.1300880364,454125.60992413916,279233.42802380415,213940.07532777629,173969.26712122685,210274.45559294475,340780.91019164125,336943.5454982196,205185.11540293205,207330.27694793942,270316.9328312923,323846.0115918306,288551.3590601492,396132.1616139079,172023.76047186964,328983.2711244423,274374.36126133613,322105.3157488345,175310.3371345791,187419.6840136045,179890.93453624926,299947.83141728287,170225.7486467031,199940.51920421337,130436.66601716237,157704.40266999675,293966.57082964753,229871.6878929806,221850.64566434326,271353.9010489538,229946.75687448797,156928.81445969327,636380.8886068988,167180.05341045224,234349.4095844562,167903.7254176264,227536.42463754895,321409.3059478293
2020-11-01,269782.4317252675,596287.8317704306,237156.04090490422,368590.2320484246,236421.4565396723,476189.4181520729,307001.33903092105,440597.0713891668,384118.3051706818,315686.2259153125,390860.83404230536,234646.5588740255,619919.1853314837,190054.4765924942,462480.21779246134,284273.40944831196,216971.1704065447,175794.99968943422,213631.97677744806,345227.395881953,346008.4267291751,206596.4691339855,209930.34032135806,273067.9274653353,327567.5255738834,292438.6753511072,402963.9734888233,173910.12551370208,334706.42191946483,278038.60533745383,328466.35383332573,178053.32017876868,190463.05514682268,182254.01581748048,305933.504996082,173164.69786078992,202533.92757107958,132793.6429100742,158975.88315416317,298849.1685647335,233211.72472263992,224990.97453141017,277098.0532292892,233330.49430714556,159332.89776287216,643583.4877540409,169063.70367378942,235340.6223566384,170531.38700731544,230429.36282665908,323356.2616709751
2020-12-01,273343.15761660837,607216.3800169214,239947.42602313912,373510.77278679033,240244.09802466608,483832.8745585659,311093.9089563926,446434.4300657489,390247.2964299804,321283.7049253071,398441.1318431911,238480.6864674103,623816.1255787496,192757.1594005788,470480.55596933793,289519.03179602843,219822.69373815405,177053.1437670309,216792.56251633997,349522.1747539341,356156.3002359494,207157.78100618802,212366.36081264014,275598.667834985,331744.59819595865,296223.72684991854,410049.5569184315,175446.58954135896,340751.26068725367,281654.913289947,334723.3265011834,180723.99784409208,193066.14520987927,184280.13913967856,312404.8937421324,175922.146702858,204824.7583060787,135056.91556518347,159860.8831386297,304442.73010528815,236249.94255892464,227857.6679215502,282712.220227602,236225.42615449583,161691.75606937872,650877.7044055695,170516.64934568427,235621.5690898816,172799.77338406382,232930.37355097526,325006.5736283757
2021-01-01,277028.4500108129,616291.2902601381,242877.832023714,378168.65056198486,243875.08966048562,490745.2118503119,314838.2885129747,452051.74013130646,395959.25168116327,326797.05387176474,406046.06217765115,242321.395012668,626608.4409731753,195535.849511035,478247.94188780786,294473.81697155675,222488.85247084257,178005.12224697685,219702.47952348506,353499.9993409166,367087.50112882507,207540.08938031123,214779.54463235813,278021.7249042629,336009.57311985374,300234.2918375356,417024.193770489,176927.36712955532,346396.03641324275,284977.8667169171,340701.6037182838,183188.34831476994,195315.96556841512,186174.65017884,319053.5502686267,178340.06880495735,207110.4263677101,137266.39942663084,160971.23412154775,309945.66246850597,239291.68321042726,230659.55335770416,287921.8473983911,238629.77855170192,163910.8405582692,657729.0203188908,171929.0073213539,236054.22521105083,174715.21774107785,235248.76090950254,326088.79249883146
2021-02-01,280700.0345715838,624055.6505180713,245999.21981937546,383029.2262964618,247616.68452505957,497582.0197130711,318556.0387625836,458417.20336836204,401764.1355097369,332524.4213821211,414347.7967552251,246320.78801118233,628969.6666046693,198575.7356206613,486662.90310574096,299253.99481275916,225226.8144873577,179093.90204188335,222542.94040012764,357834.415771499,379237.4201401694,208317.06422656836,217413.67448503675,280419.1916357821,340531.1811206189,304700.26863806735,424388.59772274224,178525.80384506108,352289.24273097905,288354.762010092,346962.8784116735,185667.0416790231,197657.46275889353,188137.7553739217,326065.9817131909,180615.19545122582,209584.39680050116,139354.25391755337,162359.25130081602,315370.34422245127,242566.59145450793,233924.31074358165,292963.102469132,240971.92937476293,165939.32096821905,664488.6997447441,173463.6181026244,236611.3507595755,176488.0418528323,237780.26456320388,326673.4906473253
2021-03-01,284623.4230150056,631089.518806171,249533.29379584934,387570.8875844283,251440.4003010213,504489.6790631492,322331.9701863297,466146.5064180426,407127.4910664816,339224.433487612,423558.9388846497,250513.77811499438,632308.9253187419,201806.27404180774,496034.9047001021,303909.8442708037,228058.00803526407,180447.20696784146,225499.61267665902,362613.72543644597,392831.19907652744,209292.65974827934,220099.8334794765,283175.67926063604,345790.5027316385,308540.44104603864,432273.8890113044,180548.1007136293,358414.4004502506,291721.95671997307,353429.23563895654,188504.08408434232,200448.38962913913,190279.96741415662,333825.9718041061,182956.31022908355,212392.59634160972,141501.83497568077,164009.6169405158,319859.1869136667,246043.2173826564,237430.45486776656,297813.2221459054,243220.65452601132,167912.15528340117,671652.502866122,175306.22222082337,237084.87768766182,178258.84096742957,240525.2928047377,326927.3249646246
2021-04-01,288986.4399957656,640297.786998441,253455.29554992577,391790.6342835535,255592.531607814,512169.6815161228,326378.4195263343,475139.42566846573,412608.86716003175,347064.0681227533,433884.8560816476,254895.2511090407,636757.596405838,205124.73438484393,506692.57552415325,308510.16345028736,231027.2425757685,182194.11559941305,228531.7906530118,367794.3098338863,407454.04783622705,210295.55056407812,222630.73420769288,286198.62204495067,351972.39410743635,312383.7947830762,440550.0859425527,182945.84021108373,365153.9507064039,295471.2218763909,360702.25461321307,191558.9103287064,203773.08460658867,192665.03284979865,342629.0858072965,185475.4343488322,215528.26443525683,143292.23616540563,165912.03824899366,324200.59636628005,249827.8546700375,241120.1453234648,303132.56405969406,246002.8495904704,169855.88413403052,680445.932133214,177352.09015842646,237999.95505834068,180091.7759774661,243791.90344903778,327842.66002669657
2021-05-01,294266.3850520849,651324.1286480491,257943.62939728922,396009.1093644607,260262.7546196926,520182.96974357654,330682.66544117196,484865.0748359258,417989.51269124943,356420.73916543106,445352.71258186846,259623.2361922803,642143.1274382039,208524.2910210495,517579.28980761627,313302.1804944246,234487.15579488373,184202.09694303258,231577.26924477876,372843.5452275984,422634.31973628834,211303.6092956306,224906.36900403572,289032.7768555226,359397.02635006903,317473.70618925313,448652.7514365204,185703.863882189,371963.2705945435,299702.3763585656,368329.06825939944,194722.43185821178,207286.44462444147,195342.32588174214,352575.4797343108,188119.6805874355,218879.22551729323,144828.30740174986,167999.80655323295,328494.32946690806,254155.22166753502,244776.88661206068,309213.3709712433,249802.9363197391,171876.6185758574,690849.1155342615,179646.44780111514,239590.5334800711,182067.9625259299,247716.90026711486,329866.39620110585
2021-06-01,300730.38531690766,663162.7552350751,262745.87570005417,399960.075510843,265528.4945190618,527763.9959390826,334925.3440807815,494415.6475173883,423316.45540362946,366706.7842307395,456965.0849670709,264747.76644729986,647260.8476756044,212045.54634346042,527791.6921612086,318107.78316866234,238543.31050547713,186371.8458127502,234770.10684170667,377309.98563908093,436358.3310524538,212628.1877191466,227278.15798932896,291479.5825247306,367867.3477825913,324065.2056855363,455997.4838930277,188527.93397108416,378353.2645959247,304318.6109191777,375849.2756455915,197893.34416250928,210678.65065996966,198401.37578374578,362562.6533909676,190838.09859578765,222160.49562792445,146416.9448575454,170302.77263938414,333247.3716574107,259495.84257168998,248480.24916957642,316194.885828189,254287.49168235032,174089.9153761235,702582.8187481728,182324.18167713517,241884.0822713077,184320.55348441936,252119.4464357896,332628.85594849667
2021-07-01,307349.8304266811,673862.7594134423,267151.5063141062,403450.6935221181,270421.58882925095,532908.3655284969,338125.9613235996,502385.51727002254,428071.26085906936,376954.15796770266,467571.731318716,269398.8724897352,649705.2776154688,214694.59030081052,536088.1564180778,321651.1472666936,242634.68110413695,188310.80602839834,237086.24210180188,380429.5583475712,447467.47420448874,213677.6804279706,229296.7570277362,293680.1864561601,376611.16216334916,331648.2780928573,462370.9176635079,190934.6274017866,382928.8476743444,308343.57899960637,381531.65922255226,200647.98184995702,213137.2901506181,201434.16638034605,371543.11059692706,192750.82521719616,224530.61380033728,147183.6596043316,172641.57982130066,337015.3940049754,264863.8740971464,251746.0843957651,322713.65749366145,258279.1286233999,175976.2321097086,712834.6256457194,185078.5808705543,244068.11879633507,186316.95103599472,256471.2832115629,336604.42749513866
2021-08-01,313238.7653415099,681265.6127629466,270509.8449970496,405578.7550654335,274032.51256990497,534652.3127598941,339816.0946023325,507876.1094849796,431241.3135310672,385964.5023514077,475791.1463850161,273071.44489947666,648793.5040902407,215842.3609032949,541148.1962862709,323118.1410247659,245858.25250469742,189521.09536578212,237985.85939041022,381899.5379003473,454700.526968131,213963.65569964374,230472.7945356123,295667.32599318726,384357.4172398881,336489.4236434641,466937.6184263178,192543.58962488765,385150.5422854416,310572.9688326719,383793.93888228474,202436.78478868477,214396.11282362873,203802.56443871427,378773.36016944237,193402.5472939365,225479.14873002938,147050.89373516955,174685.87141363413,339119.2053013866,269031.8565233303,254295.16882570382,326753.0551955088,260310.57685051486,177441.06697406535,719541.5592043735,187450.82433659126,245528.97393599633,187624.59176053898,259646.60172757824,340155.7934813255
2021-09-01,318010.470541125,686285.3993051319,272964.8708128264,406630.7936437451,276402.7883677468,534035.5928641567,340183.4314422501,511294.90712027205,433049.19382353016,393454.02403571707,481917.43096481747,275945.4053530805,645613.8324383536,215644.75374770482,544064.426610054,322542.5333506321,248202.04494186337,190115.32919038399,237205.2977392622,382003.99117291573,459139.56843018456,213674.7047709784,230628.3671906312,297406.7248210897,390668.8984972133,338731.790565457,470269.2050508414,193353.65523552368,385495.03386065346,311118.22393483046,383187.4685616731,203241.42700764877,214664.57872327534,205331.88474701127,384228.0238504592,192943.56773736922,225105.8154126346,145863.2500175623,176127.18523653314,339456.97689975955,271834.77947659564,255907.69702071638,328252.65952193347,260688.31670804214,178347.1187004353,724445.4423750496,189036.83974843365,246073.54782439893,188028.09880681953,261573.53381537678,343374.2709646532
2021-10-01,322708.6334808753,690766.7867918984,275511.52705177345,408150.6323501349,278649.1441777616,533630.811057438,340665.25796776195,514808.434489686,434620.16032323823,400107.2861412031,486938.574507261,279305.3456928967,643488.6645439825,215371.1577100343,546143.4968358335,321936.0991263695,250601.26936490647,190726.63419842452,236582.5905396331,382380.4108440162,462609.10102398955,213964.8610559071,230793.01203307626,299491.82592289196,396229.53757316753,338998.21327276406,473262.5958043558,194048.66676266957,385579.5768568038,311183.66128288215,381978.140820075,204097.388659211,215178.22575455508,206792.44618488158,389303.975564602,192665.3686620264,224764.50374413957,145504.25078067894,177675.37717547524,340104.65435101854,274547.46598802553,257304.32376199277,328575.2996381303,260456.08762892187,179770.056993032,730570.2894149553,190520.9736043569,246552.72015833386,188535.4011245327,263150.6183080036,345545.27313534514
2021-11-01,327964.3387521749,696675.5910072114,278808.74853183544,410435.55528732383,281558.581811656,534573.32832841,342036.3142365984,519552.6451181667,437045.54199492565,406443.88173542445,491825.296565407,283574.1811820032,642426.7605936617,215718.05621639136,549300.4560162345,322166.2694510092,253608.8115424056,191727.72336307366,236693.72911178824,383500.90759192436,466130.5681455997,215115.99319486125,231507.90199908987,302100.3211090597,401997.540071598,340365.93370927573,476782.1258399186,195142.3895904727,386503.71770965215,312006.66068199294,382355.38709986466,205515.56215301136,216438.08789201733,208799.51596497724,394521.2297901755,193055.1122413602,225213.5221120501,146057.7786849489,179883.1245840159,341818.64531252434,278313.24922959117,259139.49719226873,329939.49374369736,260879.7139511256,181602.9274763049,739172.8018425127,192320.92352282745,247343.0150317401,189513.2282368789,265377.8980233204,347027.8865003325
2021-12-01,333645.45811939426,703959.808537814,282598.80704877555,413136.4041939356,284824.5364305224,536723.2622996473,344463.7161843246,525306.7135791429,440099.37372782134,412393.2511691938,497205.2685613295,288464.1668844728,641641.6419275008,216587.74627318248,553827.4370744602,323767.05048809486,256972.3616207712,193019.11776690092,237693.54518038328,385530.55480816757,470111.0885005465,216635.49359257895,232966.52068170276,304983.96476525324,407666.9158392909,342609.1279027939,480721.8445072091,196573.58475046293,388280.0960909974,313478.46841259574,384384.3844037152,207322.0158309162,218332.15435864675,210998.89202125437,400262.9234072217,193920.545375853,226466.2137057326,147094.2098125238,182245.12644270808,344724.46695310256,282793.28399434785,261514.42050766424,332146.66884505027,261990.0413424919,183737.71392097484,748332.6958933258,194448.7269370464,248729.12635217432,190940.14176418792,268490.41360837483,348733.83758251765
2022-01-01,340777.2312877792,714118.4677202686,287585.16392421746,416317.9880683294,289526.4266738763,542037.1646881653,348380.0130734911,533074.8667900899,444079.1841049849,418581.4760566303,504813.8291455959,294730.4288829818,642559.1231789674,218784.842261679,562085.3692118641,327517.83954637713,261196.63470537137,194957.20763647606,240114.23743464486,388528.8200598618,475009.00691768626,218358.6999924742,235528.65096984975,308347.403555909,414626.76537616056,346816.1455971868,486015.68782405864,198951.3566929578,392371.15756759426,316257.08932734065,389826.46796800365,210069.47536415784,221220.81148548351,213435.16457069755,407598.44449441065,196024.06378109023,229011.39800868565,149142.9294068178,184149.15447157758,349019.96666447056,288347.1553139012,264939.8051852729,336328.16714522813,264186.5117522205,186390.84845730942,763278.6185915518,196839.4221512843,250847.32851673817,193108.7301768076,272757.3327812554,350051.4723323917
2022-02-01,349072.37801701576,727154.2656968745,293162.0497722424,420175.11492545303,295261.7287157182,550431.097833878,352888.8561598993,543046.034054271,448776.78298679274,425620.2288366913,514805.39027786796,301691.9174424938,646875.6415338236,222173.77203696108,573697.2937449986,332879.28415296675,266033.01631076337,197292.9538975471,243665.3807782367,392237.7212237499,481325.77673106844,220021.10348132136,239073.12157962393,311508.80886207306,422907.37883821246,351813.9997625202,492871.81753571547,201763.05034909365,398590.93784104777,319871.9912886331,398152.2101631717,213655.32913757605,224916.1992122383,215832.6154545433,415612.4557087832,199091.20054976654,232625.74976191274,151428.51274083395,185096.29109590105,354145.16719616944,294659.4270590411,269410.1943899234,342167.8351316738,267060.0833411953,189311.1232292592,783075.8778673449,199066.6405984078,252727.060934752,195661.7631283733,277481.0100701473,351084.5058534046
2022-03-01,358863.31316352915,742873.3420981179,299468.18435299216,425323.0065929556,302167.44156948925,561724.1351551901,358013.2687337815,555441.5963930521,454764.16065039596,434314.47031237185,527077.9136010575,308967.1065807592,655239.886344547,226450.1273583447,588329.7272490336,339313.7109562541,271525.31727925444,200143.23235583954,248108.83845399765,396833.83972955897,489085.24514377356,221972.4401936629,243335.93089400418,315236.907434421,433086.42309495347,357680.5207501426,501349.85432047443,205072.14031669273,406742.75382705586,324397.7660778568,409054.8181209083,217788.94370928057,229281.00191178088,218419.64918897452,425191.9890573658,202819.96628551916,237212.4589216785,153995.7795768757,185897.04358647775,360159.12333090254,301018.3832588322,274838.29457053816,349739.7105514384,270529.196790138,192483.99818634614,807515.4860297601,201100.53939874322,254657.02313310618,198496.5879266297,282805.83174282644,352491.56338749826
2022-04-01,369159.3918378509,757167.9311540374,305586.5615453682,430590.26550020714,309194.24656752637,572276.3672297762,362954.5127030665,567642.6294877869,460958.22192303085,444081.5910529394,539263.6480780008,315521.1668660459,663040.0453114059,230589.78063163918,602296.0544717977,345362.1596302241,277126.4856037524,202954.47584949445,252136.24998073035,401430.6159907702,497440.5060254272,223813.9549442384,247322.1116040137,318674.0843423526,443492.55082461267,363901.9458395264,509880.5637623048,208155.7987889707,414742.1640928874,328984.4315166893,419851.62665284955,221654.42921334362,233442.11644832094,221233.61038780925,435308.487084883,206296.5808415074,241694.40864473002,155929.3759937931,186768.21501019923,366120.28595685,307171.9765325138,280070.9689700375,357916.10420882044,274679.222751126,195208.7872887874,827363.8949348303,203118.31531604912,256754.80635676123,201149.23542655678,288063.1149499815,354810.3875445525
2022-05-01,379027.0643103726,767942.9355680431,311210.3366140759,435397.75367483014,315741.22934794176,581315.858991405,367500.5335764129,577573.8612045542,467236.0401526226,453767.63882432185,549218.6126569853,321099.1776753924,667766.4772138597,233730.7571537294,612893.6108894726,350923.1617961656,282440.9936719562,205782.37836418743,255247.55186333708,405715.3517465968,504216.90802520677,225338.50473045642,250002.72056717044,322041.48654212645,452877.26944991946,369652.91462414945,517100.0141442224,210965.94795517958,421821.1374582856,332944.5293589626,428875.3079912314,224642.14167018674,236818.7206451485,223761.19115971937,444745.0773725025,209128.537896179,245365.33976419692,157405.16492840773,187771.86312488784,371253.79757497454,312235.68223159836,284328.6307664987,365363.4022653266,278711.7079103703,197486.97244444102,842696.3147190548,204850.5264401642,259025.65639482974,203435.75348193338,292839.6785980194,358234.857845748
2022-06-01,387798.2092133202,773671.8225792343,316118.9256314037,439997.6585835501,321565.7435069812,588041.2601644815,371335.70332148153,583622.6216444887,472503.87672344036,461867.82248516433,554889.1428620731,325965.6386168928,668027.8769605554,236119.4958078987,618095.1665823875,355660.6765394285,287443.93782813253,208298.3744180641,257676.90452195253,408779.77300504415,508409.37751642894,226813.9234335135,251823.25616386614,325399.90322969947,460246.18804282445,374773.24135778256,521692.63415178045,213460.52828169466,427584.3831737984,335904.8237943475,435519.5250945829,227226.26570895547,239736.26251835332,226345.35047584827,452119.87565748324,211732.60888547997,248184.32063996966,158832.63816194524,189407.9436793765,375167.8686699543,316861.15794153884,287930.2198506864,371251.00060919696,282202.0735811405,199661.22864034257,852034.5828611143,206574.35884789482,261424.9321504049,205794.73455277886,296746.58853765426,361314.52660954534
2022-07-01,393749.53033426317,773984.9128495302,319103.5805372104,443100.29658586317,325223.71533710015,591157.1978358772,373245.45315612317,584243.3032470561,475460.57667712943,465966.1726413996,554366.439198283,328879.883813584,664236.01839402,236707.86557212836,616365.5007637995,358657.1003637784,290893.17856355495,209842.56819053795,258611.21253692228,409471.9829957132,507660.94016397995,227537.95417842045,252196.54085297266,327846.1957288313,463874.596562739,377315.85230538645,521657.6753258119,215141.24129462524,430450.72254902957,336476.81155587785,438494.50325460226,228488.04818270903,241333.37275219473,227845.96673907666,454612.4316374438,213188.19254562477,249546.6176412986,159483.44511136075,190840.2884440814,376583.7380209973,319531.3315474111,290216.44891021046,373784.25917407195,283644.9285349222,201328.99304483025,855645.231056237,207502.18390947,262629.68309969665,207431.06212700726,298864.46205658827,363399.29018789233
2022-08-01,396761.8647469836,769261.9902685651,320040.54092821834,444029.68670270825,326713.47467684967,590090.0864508149,373386.45132676186,580318.5373959526,475615.77441669797,465069.09549356,548919.0400005426,329996.6361932838,657695.9217696514,236027.49826716978,609552.2256978117,359351.60767431784,292693.8774499478,210290.7948696432,258393.0695404903,407943.3451181505,502708.5318197875,227346.39902253135,251707.68347764926,329061.4936131165,463227.2966332743,377364.26247672533,517689.0369871501,215906.77140289498,430076.6743536131,335144.294731233,438601.846825611,228723.30061378275,241658.70888075698,228702.88491124465,453181.31661340623,213696.26289180803,249657.01481109447,159559.2998539564,191709.67395352045,376603.1251468936,320418.59247147525,291023.30513676227,373086.15486384137,283454.03471588896,202337.65602702546,853423.5243236106,207935.70698837537,263206.06102602306,208211.60878475162,299293.4030140971,364361.4337587865
2022-09-01,397147.04847986595,761708.3653132111,319349.8039978281,442456.0424463807,326355.0344171833,585852.2494492558,372148.2055401662,574046.7506337381,473990.6723134702,459754.9537746899,540971.9529114881,329531.26149664976,649371.242084429,234452.3354892057,600444.8038627041,358564.70738430956,292841.4631040255,210101.9206534234,257395.98520289036,405258.0079654865,494879.0374156984,225866.02929055877,250380.29204104305,328952.29189715185,458514.835711767,375845.01782996283,511626.0701496206,215869.2452572206,427741.2207587,332674.7520732341,437150.1282755039,228044.08502400588,240797.67046639926,228569.36888001373,448879.0847117724,213291.7525378808,248897.7042725645,159026.65563523653,191459.93944746468,375411.2216506408,319670.51252162043,290354.07205089915,370605.281445398,282526.6842409994,202717.13984621232,847891.0289763202,207738.8135607772,262826.2036466552,208096.15561110308,298470.5695094413,363906.61042244406
2022-10-01,396654.86363278003,754908.2564783352,318362.17697414773,440620.81801197614,325734.39693149226,582239.4493568804,371298.933083151,568979.1045575257,472812.5438583373,453159.33307365916,534176.735617836,328760.5722669201,643257.9487156795,233390.8731539246,593569.175092455,357918.7517026838,292799.90762410976,210186.5863603068,257085.69496048658,403529.5195547861,487482.3335660495,224261.6535684927,249491.4956643663,329297.7753725574,452460.4089820443,374630.5759060732,506935.2851183104,216012.793659327,426241.06576302205,330978.6226870273,436370.6036120678,227544.3695553731,240051.39437178127,228233.93270772288,445191.9301558149,213007.52688794569,248581.680190956,158817.34974689377,190588.2990563997,374882.98426292464,318452.1048854512,289609.12929451815,368513.8283111632,281921.13298058114,203117.8818123866,843201.7692545637,207539.1375375652,262915.3020915717,208175.16039939152,298101.5328251328,363116.98615796614
2022-11-01,395934.2197761437,749564.321891672,317320.3900772357,439059.8091552365,325010.0566703614,580201.6218236482,371053.27930375707,565075.0714321866,472272.81448560714,446005.2889561115,528678.9154546323,327811.5073056105,638709.9835381759,232609.57446509003,588937.6814549173,358236.7175452768,292692.4500456147,210484.09921738156,257292.47163294363,402621.65802381496,480500.6854528614,222794.41792095057,248994.27944440546,330006.85976076324,445700.40439471556,374259.1482242768,503426.13209805236,216421.96986922892,426000.7488352389,329920.4966236432,436686.15399725136,227404.9729378325,239624.30257922233,227671.418935988,442252.272995004,212921.48043620327,248855.10822233142,158619.02811237576,189546.88164186318,374558.88676052215,317157.3089223604,289116.62644279975,367520.50231117685,281909.1438512625,203733.87160890418,840121.3310084507,207240.66286246813,263211.6234921925,208575.73435142622,298060.6778649154,362186.9938893009
2022-12-01,395071.4174007177,744983.6120960579,315981.76082500204,437471.76733297686,324075.05647725874,579688.489852605,371181.3122207059,561760.0068853418,472561.3017721397,438974.070956916,524285.29203320184,326651.198162972,635599.1745169678,232050.9125970597,585463.0926496572,358885.83805329894,292451.78247233125,210595.10236228656,257508.9813623555,402475.08812612994,474029.58103561105,221478.59093570744,248724.06977718262,330488.0296583448,439396.9696021316,374084.622373777,500434.5558669653,216965.39761406727,426201.5511060118,329037.8176436314,437344.652996089,227489.41293239352,239449.1691104629,227158.70658319103,439672.3528765263,212808.4359684117,249575.2497527421,158852.45866795894,188475.0574706971,374886.39308451815,315891.397353452,289039.43901414593,367632.2162328099,282248.1412899869,204104.36342029634,837586.4353931057,206846.64043289027,263271.4965115975,209056.3425825076,298166.4803786425,361555.4681437453
